ffr,676,1,0,2,0,0,0,2
Brahian,676,1,0,2,0,0,4,6
Raul,370,1,0,0,0,0,0,0
Raulillo,374,1,0,0,0,0,0,0
Holaaaa,374,1,0,0,0,0,0,0
BBNBNSBNM,374,1,0,0,0,0,0,0
dsdsdsd,378,1,0,0,0,0,0,0
FDFFDFD,378,1,0,0,0,0,0,0
Hola,1681,2,0,0,0,0,0,0
fdfdfdd,374,1,0,0,0,0,0,0
Brahiancillo,185,1,0,0,0,0,0,0
Pedrito,188,1,0,0,0,0,0,0
HHHDHHSDHDHVGVG,188,1,0,0,0,0,0,0
ANDRESILLO,188,1,0,0,0,0,0,0
Hola,187,1,0,0,0,0,0,0
a,335,2,0,0,0,0,0,0
a,335,2,0,0,0,0,0,0
Brahian,183,1,0,0,0,0,0,0
